WH_capacity_size,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age,Location_Urban,Zone_North,Zone_South,Zone_West,Regional_Zone_Zone 2,Regional_Zone_Zone 3,Regional_Zone_Zone 4,Regional_Zone_Zone 5,Regional_Zone_Zone 6,Owner_Type_Company Owned,Owner_Type_Rented
2,2,0,4,3965,63,1,1,1,134,27.0,17,0,2,4,19,22151,14.0,0,1,0,0,0,1,0,0,0,1,0
3,3,1,2,6276,69,0,0,0,197,24.0,15,0,4,6,14,17067,14.0,0,0,0,1,0,0,0,1,0,1,0
2,1,2,4,4704,35,0,0,1,223,35.0,4,0,4,2,19,5139,14.0,0,0,0,1,0,1,0,0,0,1,0
3,0,0,4,4101,17,0,0,1,267,24.0,17,0,3,5,28,21143,14.0,0,1,0,0,0,0,0,0,1,1,0
2,0,0,5,4933,36,0,0,1,114,25.0,20,0,5,2,26,26132,14.0,0,0,0,1,0,0,1,0,0,0,1
2,4,1,2,5126,23,0,0,1,256,28.0,23,1,4,6,18,27072,17.0,0,1,0,0,1,0,0,0,0,1,0
3,1,0,2,5189,42,0,0,1,161,33.0,18,0,1,3,28,23128,14.0,1,1,0,0,0,0,0,0,1,1,0
3,1,0,3,4475,19,0,0,1,60,28.0,22,0,3,2,14,27122,14.0,0,0,1,0,0,0,0,1,0,0,1
3,4,0,4,4627,69,0,0,1,186,36.0,30,0,3,2,28,38063,18.0,0,1,0,0,0,0,0,0,1,0,1
3,7,0,4,4462,25,0,0,1,71,29.0,22,1,3,5,23,29112,16.0,0,0,0,1,0,0,0,0,1,0,1
1,6,0,3,3137,35,0,0,1,59,23.0,9,0,4,1,2,11079,8.0,0,0,1,0,0,0,0,0,1,1,0
3,0,1,3,4791,66,0,0,1,63,28.0,25,0,1,4,14,33097,14.0,0,0,0,1,0,0,0,1,0,1,0
2,6,0,4,3992,69,0,0,1,250,31.0,12,0,3,2,26,15083,9.0,0,0,0,1,0,0,1,0,0,1,0
3,5,1,2,5381,68,0,1,1,261,31.0,6,1,4,6,14,7122,6.0,0,0,0,1,0,0,0,1,0,0,1
2,1,0,3,4526,60,0,0,1,65,41.0,9,0,5,4,19,12123,14.0,0,1,0,0,0,1,0,0,0,1,0
1,7,1,4,3343,55,0,0,0,105,19.0,8,0,5,5,30,11140,5.0,0,1,0,0,0,0,0,0,0,0,1
2,6,0,4,4291,21,0,0,0,235,23.0,25,1,5,3,12,33114,23.0,0,0,0,1,1,0,0,0,0,1,0
2,2,0,3,4303,57,0,0,0,93,18.0,16,0,5,4,11,20141,14.0,0,0,0,1,0,0,1,0,0,0,1
3,3,1,5,4211,16,0,0,0,181,22.0,0,0,6,0,23,3105,14.0,0,0,0,1,0,0,0,0,1,0,1
3,0,0,2,4176,39,0,0,1,141,40.0,20,0,4,2,28,24088,14.0,0,1,0,0,0,0,0,0,1,1,0
3,1,0,3,5734,59,0,0,1,160,34.0,12,0,1,5,14,17066,14.0,0,1,0,0,0,0,0,1,0,1,0
2,6,0,2,4986,55,0,0,1,205,19.0,16,1,1,4,19,23102,12.0,0,0,1,0,0,1,0,0,0,0,1
1,3,1,2,4418,31,0,0,0,181,18.0,7,0,2,3,3,9075,4.0,0,0,1,0,0,0,0,0,0,0,1
2,8,0,2,3403,17,0,0,1,187,24.0,20,0,2,4,26,28124,7.0,0,0,1,0,0,0,1,0,0,1,0
2,7,1,2,5700,60,0,0,1,105,26.0,27,0,5,4,27,35123,26.0,0,0,1,0,0,1,0,0,0,1,0
2,4,0,2,5747,37,0,1,1,56,34.0,9,0,5,6,19,12150,9.0,0,1,0,0,0,1,0,0,0,0,1
3,3,0,4,3448,29,0,0,1,75,26.0,19,0,2,4,6,27112,6.0,0,0,0,1,0,0,0,0,1,0,1
3,4,0,4,5393,41,1,0,0,225,28.0,21,0,3,2,6,25095,21.0,1,1,0,0,0,0,0,0,1,1,0
1,6,1,2,5667,58,0,0,1,96,28.0,25,0,2,4,9,32063,14.0,0,0,0,1,0,0,0,0,1,1,0
1,3,0,2,5912,31,0,0,1,244,36.0,24,1,3,2,21,28127,21.0,0,0,1,0,0,0,0,0,0,0,1
1,8,2,6,3500,43,0,0,1,241,34.0,12,0,2,5,3,15088,14.0,1,1,0,0,0,0,0,0,0,1,0
2,3,0,4,5022,51,0,0,1,239,35.0,25,1,4,6,1,30121,21.0,0,1,0,0,1,0,0,0,0,1,0
2,1,0,2,4601,68,0,0,0,123,30.0,21,0,1,4,32,28098,14.0,0,0,1,0,1,0,0,0,0,1,0
3,5,2,2,3963,20,0,0,1,162,23.0,11,1,1,2,28,15148,14.0,0,1,0,0,0,0,0,0,1,1,0
3,8,0,4,5565,57,0,0,0,201,28.0,17,0,4,6,25,21085,17.0,0,1,0,0,0,0,0,1,0,0,1
2,6,0,3,5551,41,0,0,1,208,24.0,14,0,3,5,26,16088,11.0,1,1,0,0,0,0,1,0,0,0,1
3,0,0,3,4792,26,0,0,0,228,16.0,23,0,2,5,23,31097,14.0,0,0,0,1,0,0,0,0,1,1,0
1,4,0,3,5800,24,0,0,0,114,20.0,21,0,4,2,9,27106,13.0,0,1,0,0,0,0,0,0,1,1,0
3,6,0,2,7168,47,0,1,1,191,30.0,20,0,4,6,28,23066,16.0,0,1,0,0,0,0,0,0,1,0,1
2,7,0,5,4257,36,0,0,1,124,30.0,18,0,2,4,26,24071,12.0,0,1,0,0,0,0,1,0,0,1,0
3,0,0,2,5449,53,1,0,1,73,33.0,21,0,5,4,28,29103,14.0,0,1,0,0,0,0,0,0,1,0,1
3,8,0,3,6048,15,0,0,0,120,46.0,18,1,1,6,28,26103,14.0,0,1,0,0,0,0,0,0,1,1,0
3,8,0,3,5105,36,0,0,0,142,23.0,20,0,4,4,17,23075,14.0,0,1,0,0,0,0,0,1,0,1,0
2,3,0,1,5729,35,1,0,1,256,30.0,15,0,5,5,32,19124,14.0,0,0,1,0,1,0,0,0,0,1,0
2,7,1,2,5261,26,0,0,0,111,22.0,6,1,5,2,32,9089,3.0,0,0,1,0,1,0,0,0,0,1,0
2,2,0,3,4830,30,0,0,0,90,21.0,38,0,4,2,32,48096,14.0,0,0,1,0,1,0,0,0,0,0,1
1,2,1,3,7729,49,0,0,1,258,36.0,24,0,2,6,21,31145,14.0,0,1,0,0,0,0,0,0,0,1,0
3,7,1,4,4086,36,0,0,1,144,27.0,9,1,4,2,10,11137,9.0,1,0,0,1,0,0,0,1,0,1,0
3,5,0,4,6100,22,0,0,0,249,34.0,25,1,1,4,29,32087,20.0,0,1,0,0,0,0,0,0,1,1,0
3,0,0,3,4246,34,0,0,0,100,45.0,22,0,1,3,17,29129,14.0,0,1,0,0,0,0,0,1,0,1,0
3,1,0,4,4446,64,0,0,1,201,27.0,25,0,3,3,6,28117,14.0,1,0,0,1,0,0,0,0,1,0,1
3,6,2,3,5882,34,0,0,0,223,21.0,5,1,5,3,28,6062,14.0,1,1,0,0,0,0,0,0,1,0,1
3,4,4,3,4566,27,0,0,1,62,35.0,19,1,1,5,23,24086,13.0,0,1,0,0,0,0,0,0,1,0,1
2,2,0,4,5695,56,0,0,1,134,28.0,17,0,1,2,26,24149,14.0,0,0,0,1,0,0,1,0,0,0,1
3,5,1,4,9582,49,0,0,0,83,24.0,10,0,5,1,6,13138,9.0,0,1,0,0,0,0,0,0,1,0,1
2,1,2,2,4468,61,0,0,0,264,25.0,7,0,4,3,19,8126,14.0,0,0,1,0,0,1,0,0,0,1,0
2,4,0,4,3358,32,0,0,1,162,32.0,24,0,4,6,26,28072,19.0,0,0,0,1,0,0,1,0,0,1,0
2,0,0,3,5569,40,1,0,1,120,34.0,39,0,3,5,32,49081,14.0,0,0,1,0,1,0,0,0,0,1,0
2,5,0,2,3754,63,0,1,1,55,28.0,18,1,4,4,19,22104,17.0,0,1,0,0,0,1,0,0,0,0,1
2,7,3,2,5098,44,0,1,1,183,31.0,4,1,5,1,26,5145,14.0,0,0,1,0,0,0,1,0,0,1,0
3,6,0,4,3814,35,0,0,1,197,39.0,20,0,5,2,29,25144,11.0,0,0,1,0,0,0,0,0,1,0,1
1,3,2,3,4628,22,0,0,1,59,40.0,23,0,5,3,3,29099,23.0,0,0,1,0,0,0,0,0,0,1,0
3,6,0,2,5498,44,0,0,1,68,25.0,21,1,1,4,28,30069,9.0,1,1,0,0,0,0,0,0,1,0,1
1,1,1,2,6223,52,1,0,1,86,27.0,13,0,1,3,31,16057,14.0,1,0,1,0,0,0,0,0,0,0,1
2,7,4,2,4166,38,0,0,1,200,28.0,16,0,5,3,12,20075,14.0,0,0,0,1,1,0,0,0,0,1,0
2,1,0,3,4754,20,0,1,0,204,28.0,22,0,2,6,32,29059,14.0,0,0,1,0,1,0,0,0,0,0,1
2,1,0,4,5585,15,0,0,0,127,25.0,13,0,2,6,11,16102,14.0,0,0,0,1,0,0,1,0,0,1,0
2,1,0,4,5930,66,0,0,1,154,20.0,25,0,5,4,1,32081,14.0,0,0,0,1,1,0,0,0,0,1,0
3,1,0,2,4442,37,0,0,1,158,30.0,26,0,4,2,10,33126,14.0,0,0,1,0,0,0,0,1,0,0,1
1,5,0,4,4486,61,0,0,0,91,33.0,8,0,2,4,30,11110,14.0,0,1,0,0,0,0,0,0,0,0,1
2,2,0,3,5012,63,0,1,1,181,29.0,16,0,1,3,11,21072,14.0,0,0,0,1,0,0,1,0,0,1,0
2,8,2,3,3643,60,0,0,1,66,31.0,24,0,2,2,32,30097,20.0,0,0,1,0,1,0,0,0,0,1,0
3,5,0,4,3173,61,0,0,0,57,28.0,12,0,2,2,14,16118,4.0,1,0,1,0,0,0,0,1,0,0,1
2,5,2,2,5696,41,1,0,1,175,27.0,9,0,4,6,12,11061,6.0,0,0,0,1,1,0,0,0,0,1,0
3,2,2,4,4220,43,0,0,1,126,29.0,12,1,1,6,24,15105,14.0,0,1,0,0,0,0,0,1,0,1,0
2,6,3,2,5430,66,0,0,1,72,40.0,5,0,4,1,1,6119,14.0,0,1,0,0,1,0,0,0,0,1,0
3,8,1,2,6912,40,0,0,0,58,27.0,15,0,3,2,25,19071,6.0,0,0,0,1,0,0,0,1,0,1,0
2,8,4,3,5493,24,0,0,0,68,19.0,7,0,3,5,18,8113,11.0,0,1,0,0,1,0,0,0,0,0,1
3,8,0,3,5009,26,0,0,0,206,22.0,30,0,2,2,14,40150,23.0,0,1,0,0,0,0,0,1,0,1,0
2,4,0,2,4155,26,0,0,0,105,38.0,25,0,5,3,19,32080,17.0,0,1,0,0,0,1,0,0,0,0,1
2,4,0,5,4746,23,0,0,0,267,20.0,9,0,4,4,26,10123,6.0,0,0,0,1,0,0,1,0,0,0,1
2,7,0,2,5040,58,0,0,1,58,30.0,4,0,5,1,27,5083,2.0,0,1,0,0,0,1,0,0,0,1,0
3,4,2,4,3836,47,0,1,1,94,26.0,14,1,1,4,17,19058,14.0,0,1,0,0,0,0,0,1,0,1,0
1,3,0,4,6031,26,0,0,1,101,30.0,18,0,2,3,9,22151,14.0,0,0,0,1,0,0,0,0,1,0,1
1,6,0,4,4572,46,0,0,0,263,20.0,5,0,2,6,13,6128,14.0,0,1,0,0,0,0,0,0,1,1,0
1,4,1,4,4646,66,0,0,0,188,21.0,8,0,5,4,3,10059,10.0,0,1,0,0,0,0,0,0,0,0,1
1,3,0,4,3853,64,0,0,1,111,31.0,31,1,4,2,8,41128,20.0,0,1,0,0,0,0,0,0,1,1,0
3,1,3,5,4936,53,0,0,0,207,27.0,25,0,1,6,17,31072,14.0,0,1,0,0,0,0,0,1,0,0,1
3,4,2,5,3984,49,1,0,1,136,27.0,10,0,4,6,10,11098,14.0,0,1,0,0,0,0,0,1,0,0,1
1,1,0,5,4944,18,0,0,0,81,50.0,22,0,1,3,13,30149,14.0,0,1,0,0,0,0,0,0,1,1,0
1,5,1,3,4821,19,0,0,0,142,18.0,30,0,5,3,2,40110,20.0,0,0,1,0,0,0,0,0,1,0,1
2,4,1,2,3669,60,0,0,0,151,23.0,0,0,6,0,26,6137,0.0,0,0,1,0,0,0,1,0,0,1,0
3,7,0,3,2989,54,0,0,1,163,35.0,21,0,3,6,28,26131,10.0,0,1,0,0,0,0,0,0,1,1,0
3,4,0,3,4310,47,0,0,1,201,38.0,17,0,2,5,23,21055,21.0,0,1,0,0,0,0,0,0,1,1,0
2,4,0,4,4446,54,0,0,0,254,24.0,20,0,5,6,26,25145,14.0,0,0,0,1,0,0,1,0,0,0,1
2,7,0,2,4611,23,0,0,1,59,27.0,7,1,5,1,32,10078,4.0,0,0,1,0,1,0,0,0,0,0,1
1,3,4,2,4563,65,0,0,0,101,18.0,5,0,3,6,21,6133,6.0,0,0,1,0,0,0,0,0,0,0,1
2,2,1,4,5344,62,0,0,1,175,41.0,34,0,1,4,19,44081,14.0,0,0,0,1,0,1,0,0,0,1,0
2,3,0,3,5890,46,0,0,0,223,38.0,24,1,1,2,26,30108,15.0,1,0,1,0,0,0,1,0,0,0,1
1,3,1,3,4869,16,0,1,1,252,39.0,12,1,2,3,2,15086,14.0,0,0,1,0,0,0,0,0,1,1,0
3,7,0,2,5192,41,0,0,1,75,48.0,24,0,2,6,25,30126,19.0,0,1,0,0,0,0,0,1,0,0,1
3,2,1,4,5662,30,0,0,0,117,16.0,6,0,5,6,4,8060,14.0,0,1,0,0,0,0,0,0,1,1,0
3,3,0,3,6699,62,0,0,0,206,37.0,21,1,1,4,23,27134,26.0,0,1,0,0,0,0,0,0,1,0,1
1,5,0,3,4623,17,0,0,1,225,31.0,20,1,2,2,30,25140,11.0,0,0,0,1,0,0,0,0,0,1,0
2,7,2,2,5157,44,0,0,1,186,24.0,19,0,3,4,27,22060,16.0,0,1,0,0,0,1,0,0,0,1,0
3,2,0,3,4361,43,0,0,1,111,31.0,10,0,4,2,25,12094,14.0,0,0,0,1,0,0,0,1,0,1,0
3,5,0,5,4452,63,0,0,0,255,36.0,16,0,4,3,23,18086,14.0,0,0,0,1,0,0,0,0,1,1,0
3,3,2,4,4679,37,0,0,1,150,30.0,5,1,5,2,28,6139,4.0,0,1,0,0,0,0,0,0,1,1,0
3,1,0,3,2856,40,0,0,1,55,28.0,13,0,2,5,23,18144,14.0,0,1,0,0,0,0,0,0,1,0,1
2,6,0,3,4427,69,0,0,1,98,35.0,18,0,3,2,26,21148,13.0,0,1,0,0,0,0,1,0,0,1,0
3,0,0,4,4869,60,0,0,0,239,20.0,9,0,5,2,28,11081,14.0,0,1,0,0,0,0,0,0,1,0,1
2,5,0,2,4291,40,0,1,0,254,35.0,5,0,4,4,32,6135,5.0,0,0,1,0,1,0,0,0,0,1,0
1,5,0,3,4017,35,0,0,1,150,26.0,27,1,1,4,15,38125,20.0,0,1,0,0,0,0,0,0,1,1,0
3,7,1,2,5166,54,0,0,0,123,19.0,18,1,2,4,6,23084,22.0,0,1,0,0,0,0,0,0,1,0,1
2,3,0,2,5292,63,0,1,1,65,28.0,0,0,6,0,12,6121,2.0,0,0,1,0,1,0,0,0,0,1,0
3,3,0,4,2930,57,0,0,1,128,27.0,25,1,4,4,23,30121,19.0,0,0,0,1,0,0,0,0,1,1,0
3,4,3,4,5533,49,0,0,1,127,31.0,4,0,4,1,24,5101,14.0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,5,5350,25,0,0,1,133,27.0,25,0,5,4,9,34109,14.0,0,0,0,1,0,0,0,0,1,1,0
2,0,0,3,4497,38,0,0,1,93,29.0,23,0,4,2,11,27073,14.0,0,0,0,1,0,0,1,0,0,0,1
2,1,1,2,4994,70,0,0,0,110,37.0,6,1,1,1,32,8092,14.0,0,0,1,0,1,0,0,0,0,0,1
2,6,0,4,3983,64,0,0,1,267,29.0,24,0,3,6,19,27145,17.0,0,0,0,1,0,1,0,0,0,0,1
2,5,0,4,6111,17,0,0,0,271,16.0,4,0,5,3,26,5082,14.0,0,0,0,1,0,0,1,0,0,0,1
1,6,1,4,4605,19,0,0,1,265,42.0,24,1,5,2,30,31093,22.0,0,0,0,1,0,0,0,0,0,0,1
2,6,0,5,5118,21,1,1,0,226,28.0,5,0,5,3,12,7098,1.0,0,0,0,1,1,0,0,0,0,1,0
3,5,0,3,3535,70,0,0,1,69,41.0,6,1,4,5,28,8091,14.0,0,1,0,0,0,0,0,0,1,0,1
2,6,3,2,4248,22,0,0,0,200,38.0,11,0,5,5,32,14125,14.0,1,0,1,0,1,0,0,0,0,1,0
2,4,0,4,4844,55,0,1,1,270,31.0,24,0,4,4,32,28077,20.0,0,0,1,0,1,0,0,0,0,0,1
3,4,0,2,5106,65,0,0,0,239,21.0,18,0,3,6,24,21143,16.0,0,1,0,0,0,0,0,1,0,0,1
3,1,1,2,4345,39,0,0,1,117,22.0,30,1,1,3,23,40111,14.0,0,1,0,0,0,0,0,0,1,1,0
1,0,5,1,5064,58,0,0,1,267,35.0,19,0,3,2,9,22063,14.0,1,0,1,0,0,0,0,0,1,1,0
2,7,1,2,5066,34,0,0,1,258,49.0,13,1,4,3,27,15120,10.0,0,0,1,0,0,1,0,0,0,1,0
2,5,0,2,4871,22,0,0,1,190,28.0,26,1,4,5,26,32078,16.0,0,0,0,1,0,0,1,0,0,0,1
3,8,0,4,4383,31,0,0,1,236,25.0,23,0,5,6,25,30095,25.0,0,1,0,0,0,0,0,1,0,1,0
3,3,1,4,4691,68,0,1,1,126,29.0,17,0,2,2,14,21131,14.0,0,0,1,0,0,0,0,1,0,1,0
3,6,1,4,4237,34,0,0,1,117,26.0,23,1,2,2,6,30117,15.0,0,0,0,1,0,0,0,0,1,0,1
3,7,1,3,4122,69,0,0,1,230,28.0,26,1,1,5,23,34114,14.0,0,1,0,0,0,0,0,0,1,1,0
2,8,0,3,4848,34,0,0,1,153,28.0,25,1,5,4,11,34119,19.0,0,0,0,1,0,0,1,0,0,0,1
2,5,3,2,8801,66,0,1,1,133,19.0,19,0,4,3,12,22150,14.0,0,0,0,1,1,0,0,0,0,0,1
3,0,1,4,6104,17,0,0,0,61,31.0,14,0,5,6,28,17123,14.0,0,1,0,0,0,0,0,0,1,1,0
2,6,0,2,3227,57,0,0,1,159,22.0,25,1,1,2,27,32120,21.0,0,0,1,0,0,1,0,0,0,1,0
2,3,0,3,5876,38,1,1,1,70,37.0,34,1,2,5,27,48080,16.0,1,0,0,0,0,1,0,0,0,1,0
3,2,3,3,5996,20,0,0,0,241,22.0,15,0,3,2,29,17135,14.0,0,1,0,0,0,0,0,0,1,1,0
3,4,0,2,8814,29,0,0,0,213,18.0,23,1,1,2,29,30140,14.0,0,0,1,0,0,0,0,0,1,0,1
2,2,1,4,4606,30,0,0,0,239,20.0,21,0,3,4,26,25073,14.0,0,1,0,0,0,0,1,0,0,1,0
2,6,2,2,5850,20,0,0,1,82,40.0,11,0,2,5,1,14077,14.0,0,0,1,0,1,0,0,0,0,0,1
2,8,3,4,5427,24,0,0,0,123,22.0,14,0,5,2,27,17150,14.0,0,1,0,0,0,1,0,0,0,0,1
2,3,0,4,5799,39,0,0,1,158,41.0,15,1,3,5,12,18082,16.0,0,0,0,1,1,0,0,0,0,0,1
2,3,3,3,5822,55,0,0,1,118,27.0,9,0,4,4,26,10142,14.0,0,0,1,0,0,0,1,0,0,0,1
1,5,3,2,6614,36,0,0,1,226,37.0,15,0,3,4,15,18072,20.0,0,1,0,0,0,0,0,0,1,1,0
3,8,0,3,4476,42,0,0,1,240,42.0,7,0,3,2,28,8127,1.0,0,1,0,0,0,0,0,0,1,1,0
3,8,1,3,5318,20,0,0,1,66,37.0,0,0,6,0,5,3102,14.0,0,1,0,0,0,0,0,1,0,1,0
2,6,2,3,4048,39,0,0,1,59,30.0,13,0,4,6,19,15097,14.0,0,0,0,1,0,1,0,0,0,0,1
3,4,0,2,5074,39,0,0,1,212,28.0,30,0,4,5,4,35110,16.0,0,1,0,0,0,0,0,0,1,0,1
1,0,4,2,4757,57,0,0,1,61,41.0,8,0,1,6,2,11151,14.0,0,0,1,0,0,0,0,0,1,0,1
3,6,0,3,4592,62,0,0,1,80,33.0,20,0,3,4,25,23140,15.0,0,1,0,0,0,0,0,1,0,1,0
1,3,3,5,5149,44,1,0,1,258,53.0,25,0,2,6,13,32057,14.0,1,1,0,0,0,0,0,0,1,1,0
3,1,0,2,4527,20,0,0,0,93,33.0,18,0,2,2,4,25136,14.0,1,1,0,0,0,0,0,0,1,0,1
2,3,0,7,4514,26,0,0,0,149,26.0,19,0,4,3,27,22112,14.0,1,0,0,0,0,1,0,0,0,1,0
2,1,4,4,4490,16,0,1,1,260,26.0,17,0,3,6,19,19139,14.0,0,0,0,1,0,1,0,0,0,1,0
1,5,2,2,5365,15,0,0,1,81,25.0,13,1,1,4,21,17074,14.0,0,0,1,0,0,0,0,0,0,1,0
3,7,0,4,5672,21,0,0,1,176,53.0,15,0,3,2,10,17112,9.0,0,0,0,1,0,0,0,1,0,1,0
3,5,0,4,5082,53,0,0,0,182,41.0,37,0,4,6,14,46100,24.0,0,1,0,0,0,0,0,1,0,0,1
3,3,0,2,5618,55,1,0,1,141,31.0,10,0,2,2,29,13076,10.0,1,1,0,0,0,0,0,0,1,1,0
3,3,0,2,4235,16,0,0,1,270,25.0,9,1,1,3,25,14065,5.0,0,1,0,0,0,0,0,1,0,1,0
3,1,0,3,3782,38,0,0,0,111,20.0,24,0,1,2,5,30147,14.0,0,1,0,0,0,0,0,1,0,0,1
2,4,0,3,3544,17,0,0,1,170,39.0,28,1,1,5,26,39134,16.0,0,1,0,0,0,0,1,0,0,0,1
3,8,0,4,5361,45,1,0,1,251,27.0,22,0,3,5,24,28145,25.0,0,1,0,0,0,0,0,1,0,0,1
2,0,0,5,3429,33,0,0,0,220,27.0,7,0,4,4,11,8076,14.0,0,0,0,1,0,0,1,0,0,1,0
2,8,0,2,7042,28,0,0,1,250,36.0,16,0,4,4,32,20151,16.0,0,0,1,0,1,0,0,0,0,0,1
2,4,0,4,6088,16,0,0,1,207,26.0,33,1,1,3,26,44108,21.0,0,0,0,1,0,0,1,0,0,0,1
2,1,0,2,4440,65,0,0,1,158,18.0,25,0,5,3,19,31136,14.0,0,0,1,0,0,1,0,0,0,1,0
3,1,2,3,4395,37,0,0,0,173,40.0,23,0,3,2,28,28071,14.0,0,1,0,0,0,0,0,0,1,0,1
1,8,1,4,4910,63,0,0,0,256,18.0,25,0,2,3,8,32111,17.0,0,1,0,0,0,0,0,0,1,0,1
2,4,1,2,6895,16,0,0,1,262,35.0,15,1,1,4,19,20060,14.0,0,1,0,0,0,1,0,0,0,1,0
3,0,0,4,6178,56,0,0,1,238,31.0,23,0,2,2,5,32109,14.0,0,0,0,1,0,0,0,1,0,1,0
1,1,0,2,5877,51,0,0,1,158,40.0,24,0,3,6,31,27149,14.0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,4,4421,35,0,0,1,207,36.0,11,0,1,2,11,15086,14.0,0,0,0,1,0,0,1,0,0,1,0
1,2,1,2,3469,51,0,0,1,264,26.0,23,0,2,3,2,30106,14.0,0,0,1,0,0,0,0,0,1,1,0
2,6,2,6,6667,59,0,0,1,162,21.0,13,0,5,2,27,16136,14.0,0,0,0,1,0,1,0,0,0,1,0
2,6,0,2,4937,64,0,0,1,172,34.0,15,0,5,6,26,18108,21.0,0,1,0,0,0,0,1,0,0,1,0
2,3,3,5,3761,46,0,0,1,240,23.0,15,0,2,4,19,19108,14.0,0,0,0,1,0,1,0,0,0,1,0
3,2,4,2,2710,25,0,0,1,198,28.0,14,0,2,3,24,17103,14.0,0,1,0,0,0,0,0,1,0,1,0
3,6,1,2,4939,32,0,0,1,214,19.0,25,1,2,4,29,33076,15.0,0,1,0,0,0,0,0,0,1,0,1
2,8,3,2,4036,34,0,0,1,227,34.0,16,1,3,4,26,19149,14.0,0,0,1,0,0,0,1,0,0,1,0
3,7,2,3,5002,29,0,0,1,98,30.0,6,1,1,2,24,8139,4.0,0,1,0,0,0,0,0,1,0,1,0
1,7,4,3,5147,25,0,0,0,245,27.0,14,0,3,6,9,16150,14.0,0,0,0,1,0,0,0,0,1,1,0
3,8,0,3,4276,56,0,0,0,192,27.0,23,0,4,3,28,29114,15.0,0,1,0,0,0,0,0,0,1,1,0
3,3,0,5,4996,63,0,0,0,137,26.0,15,0,2,6,23,20076,12.0,0,0,0,1,0,0,0,0,1,0,1
3,3,0,2,5513,34,0,0,0,265,27.0,38,0,3,4,23,48136,17.0,0,0,0,1,0,0,0,0,1,1,0
1,7,2,2,6005,69,0,0,1,256,45.0,18,0,5,3,31,22112,14.0,0,0,1,0,0,0,0,0,0,0,1
1,4,1,6,6382,16,0,0,1,96,39.0,5,0,5,6,21,6102,14.0,0,0,0,1,0,0,0,0,0,0,1
3,3,0,2,6402,19,0,0,1,148,35.0,28,0,3,2,6,35083,19.0,0,1,0,0,0,0,0,0,1,0,1
2,2,0,2,4338,44,0,0,1,156,26.0,20,0,5,4,12,25141,14.0,0,1,0,0,1,0,0,0,0,1,0
1,4,1,2,4644,59,0,0,0,147,22.0,20,1,2,6,9,26067,14.0,0,0,1,0,0,0,0,0,1,0,1
3,6,0,3,4342,33,0,0,1,117,31.0,19,0,4,4,24,22149,15.0,0,1,0,0,0,0,0,1,0,0,1
2,0,4,2,4743,15,0,0,1,108,27.0,19,0,3,6,11,22095,14.0,0,0,0,1,0,0,1,0,0,1,0
3,4,2,2,4036,19,0,0,0,262,18.0,5,1,4,3,10,6067,14.0,0,0,1,0,0,0,0,1,0,0,1
3,3,2,3,5034,15,0,1,1,226,24.0,6,0,3,2,29,7077,14.0,0,0,1,0,0,0,0,0,1,1,0
1,3,0,4,4104,57,0,0,1,182,26.0,21,0,4,2,13,25088,12.0,1,1,0,0,0,0,0,0,1,1,0
2,5,1,3,4941,42,0,1,1,215,26.0,11,1,1,1,32,15098,14.0,0,0,1,0,1,0,0,0,0,0,1
3,6,1,4,5686,40,0,0,1,137,45.0,7,1,5,1,24,9137,3.0,0,1,0,0,0,0,0,1,0,1,0
3,6,1,2,5636,22,1,0,1,81,31.0,7,1,3,1,29,9110,14.0,0,1,0,0,0,0,0,0,1,1,0
1,8,0,2,5073,25,0,0,1,228,29.0,0,0,6,0,16,6109,2.0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,3891,46,0,0,1,258,30.0,18,0,2,2,2,23150,14.0,1,0,1,0,0,0,0,0,1,1,0
1,3,2,3,4427,25,0,0,1,62,22.0,9,0,4,1,3,10082,14.0,0,1,0,0,0,0,0,0,0,1,0
3,6,0,3,4940,63,0,0,0,247,21.0,19,0,2,4,4,26082,14.0,0,1,0,0,0,0,0,0,1,0,1
3,5,4,2,5017,21,0,0,0,99,21.0,12,0,4,3,10,14084,6.0,0,0,0,1,0,0,0,1,0,0,1
1,3,0,5,4786,34,0,0,0,105,41.0,25,1,3,5,15,33108,24.0,0,0,0,0,0,0,0,0,1,1,0
3,1,0,2,4786,23,0,0,0,149,15.0,18,0,3,4,10,21087,14.0,0,0,1,0,0,0,0,1,0,0,1
2,2,0,3,7663,26,0,0,0,135,30.0,19,0,4,6,12,24112,14.0,0,1,0,0,1,0,0,0,0,1,0
3,1,0,2,4063,61,0,1,1,98,31.0,25,0,3,6,17,28135,14.0,0,1,0,0,0,0,0,1,0,0,1
3,8,3,2,4665,56,0,0,1,120,36.0,4,1,5,1,14,6097,14.0,0,0,0,1,0,0,0,1,0,0,1
3,2,0,2,5355,44,0,0,1,126,28.0,15,0,4,2,24,19098,14.0,0,1,0,0,0,0,0,1,0,1,0
2,2,3,6,8197,70,0,0,0,80,23.0,14,0,3,3,26,16089,14.0,0,0,0,1,0,0,1,0,0,0,1
