storage_issue_reported_l3m,approved_wh_govt_certificate,wh_age,transport_issue_l1y,temp_reg_mach,dist_from_hub,retail_shop_num,retail_distributor_ratio,workers_num,govt_check_l3m,product_wg_ton
5,1,14.0,4,1,74,5329,115.84782608695652,35.0,14,7120
19,5,11.0,4,0,88,2477,82.56666666666666,42.0,19,24076
24,1,14.0,0,0,267,4137,66.7258064516129,40.0,19,30101
36,4,14.0,0,0,67,6422,160.55,42.0,26,44142
25,4,18.0,0,0,271,5225,113.58695652173913,31.0,26,29055
35,4,14.0,0,0,142,4975,87.28070175438596,32.0,21,44069
18,5,14.0,3,0,200,4358,88.93877551020408,31.0,26,22143
32,4,23.0,0,1,104,4637,149.58064516129033,44.0,23,41083
0,6,14.0,4,0,89,3937,246.0625,22.0,26,3057
12,3,14.0,0,0,248,2895,103.39285714285714,27.0,11,14126
9,2,7.0,0,0,149,6805,162.02380952380952,23.0,26,12144
25,2,18.0,0,0,263,4237,249.23529411764707,26.0,25,34106
18,4,14.0,0,0,179,2683,43.98360655737705,42.0,14,22084
16,2,9.0,0,0,219,5325,85.88709677419355,23.0,30,22123
4,2,14.0,3,0,207,4606,118.1025641025641,53.0,19,5069
22,2,14.0,0,0,87,6095,190.46875,34.0,23,28133
30,1,14.0,1,0,271,7398,145.05882352941177,30.0,23,39076
35,3,25.0,0,1,73,4813,69.7536231884058,23.0,10,45125
8,3,14.0,1,1,95,5745,133.6046511627907,28.0,29,10147
30,4,21.0,0,1,105,5000,86.20689655172414,22.0,12,39120
30,2,14.0,1,0,55,4494,179.76,34.0,29,40076
4,5,14.0,0,0,146,4808,228.95238095238096,26.0,3,5077
12,2,14.0,5,0,265,4939,154.34375,28.0,27,16148
7,2,14.0,0,0,259,4847,210.7391304347826,16.0,27,9140
11,3,14.0,0,0,157,3278,172.52631578947367,28.0,28,13123
9,1,5.0,0,1,224,4156,106.56410256410257,40.0,28,14116
25,3,21.0,1,0,253,7655,255.16666666666666,44.0,23,30138
17,4,14.0,1,1,220,5286,220.25,27.0,9,20085
16,2,14.0,5,1,162,4615,104.88636363636364,28.0,6,21131
4,4,2.0,0,0,212,4420,100.45454545454545,19.0,24,5145
4,5,14.0,4,0,226,3963,113.22857142857143,36.0,26,5117
10,1,14.0,1,1,96,3915,68.6842105263158,29.0,9,14095
6,5,5.0,0,1,93,7844,140.07142857142858,27.0,11,8115
5,4,14.0,2,1,135,4788,106.4,37.0,28,6130
33,1,23.0,1,1,107,5646,94.1,37.0,32,43150
29,4,14.0,0,1,83,3825,239.0625,38.0,10,37066
4,4,14.0,2,1,136,4555,74.67213114754098,23.0,6,5137
23,4,16.0,0,0,241,4320,240.0,18.0,10,28108
6,5,6.0,0,0,241,4619,307.93333333333334,32.0,23,8133
26,1,23.0,0,1,189,4432,110.8,34.0,28,37126
0,6,14.0,0,0,109,5481,83.04545454545455,36.0,29,3105
6,3,14.0,0,0,92,4906,81.76666666666667,29.0,31,7080
25,5,14.0,0,0,234,4925,111.93181818181819,22.0,31,34074
24,5,16.0,0,1,69,4921,109.35555555555555,31.0,17,31139
15,4,14.0,1,0,199,5161,156.3939393939394,24.0,27,17062
6,3,14.0,2,1,195,5348,152.8,32.0,3,7084
9,3,14.0,1,1,180,5517,108.17647058823529,24.0,6,11075
5,3,2.0,1,0,143,4135,165.4,40.0,19,6071
25,1,14.0,5,1,56,3759,73.70588235294117,24.0,26,33084
12,1,14.0,2,0,167,6801,400.05882352941177,20.0,30,17106
0,6,14.0,2,0,238,4932,164.4,22.0,25,3140
23,4,12.0,1,0,109,6481,115.73214285714286,23.0,26,28095
25,1,13.0,1,1,110,5352,178.4,29.0,11,33103
5,5,14.0,0,0,216,4347,73.67796610169492,30.0,23,7105
19,2,14.0,0,1,144,4788,252.0,55.0,10,25090
24,2,14.0,4,0,57,4541,122.72972972972973,27.0,23,30086
16,5,14.0,0,1,233,6637,161.8780487804878,25.0,1,22087
4,4,14.0,3,0,61,4134,87.95744680851064,25.0,31,5116
5,1,7.0,0,1,108,6411,139.3695652173913,28.0,26,6103
23,1,14.0,0,1,255,4937,98.74,14.0,17,30067
16,5,14.0,0,0,210,5374,80.2089552238806,31.0,23,21089
15,4,7.0,0,1,168,3462,62.945454545454545,20.0,26,20134
5,2,5.0,1,0,235,4367,207.95238095238096,48.0,19,6132
39,2,26.0,0,0,219,5892,125.36170212765957,24.0,16,52117
5,3,14.0,2,1,223,5892,147.3,50.0,15,6107
14,4,14.0,1,0,229,5001,90.92727272727272,21.0,16,16105
21,1,14.0,0,0,59,4408,78.71428571428571,29.0,12,28118
12,1,8.0,1,1,136,5642,201.5,33.0,10,17068
37,1,21.0,0,1,132,5623,98.64912280701755,31.0,29,52088
24,4,15.0,0,0,185,4816,192.64,18.0,12,30056
26,3,22.0,1,1,93,5419,82.10606060606061,33.0,14,32060
18,5,11.0,0,0,77,4957,120.90243902439025,29.0,12,25099
6,4,14.0,0,0,226,7470,439.4117647058824,26.0,27,7063
28,3,14.0,0,0,169,4303,72.9322033898305,37.0,19,35118
11,3,14.0,3,1,124,8886,493.6666666666667,53.0,25,14062
0,6,14.0,1,0,92,5299,94.625,29.0,26,5139
38,2,25.0,0,1,88,4946,260.3157894736842,28.0,29,54129
16,3,14.0,3,0,195,6090,320.5263157894737,32.0,6,19080
5,2,14.0,4,0,232,6339,176.08333333333334,14.0,24,7130
7,1,14.0,0,1,87,4322,98.22727272727273,23.0,27,10081
5,3,14.0,1,0,168,4017,97.97560975609755,32.0,23,6097
34,4,19.0,0,0,174,3264,171.78947368421052,40.0,28,43116
20,1,14.0,1,0,58,4287,76.55357142857143,24.0,11,26060
6,5,5.0,0,1,246,4686,95.63265306122449,51.0,12,9095
8,5,1.0,0,1,167,4219,131.84375,18.0,1,12122
14,3,14.0,3,0,96,6730,249.25925925925927,28.0,26,16064
23,5,27.0,0,0,169,4037,62.10769230769231,28.0,14,32062
14,3,14.0,2,0,234,4635,289.6875,33.0,32,17107
29,5,25.0,0,0,120,5298,85.45161290322581,28.0,11,37083
5,5,3.0,0,0,68,5614,98.49122807017544,16.0,16,7077
21,5,10.0,0,0,110,3581,53.44776119402985,35.0,28,28142
8,3,4.0,1,0,229,5141,214.20833333333334,31.0,26,10122
4,5,3.0,1,1,165,4705,142.57575757575756,15.0,26,5077
23,3,14.0,0,0,227,5206,137.0,23.0,24,27111
6,2,14.0,1,0,57,5162,286.77777777777777,25.0,28,8067
6,5,14.0,3,0,136,4380,63.47826086956522,28.0,12,8112
12,3,14.0,3,0,184,3269,58.375,28.0,10,14112
14,3,13.0,1,0,252,6396,106.6,40.0,9,16149
30,4,23.0,4,1,222,4454,193.65217391304347,38.0,26,37147
17,2,11.0,0,0,70,4458,89.16,23.0,28,23131
24,1,14.0,0,1,190,3566,169.8095238095238,40.0,29,33143
4,5,14.0,3,0,228,3314,92.05555555555556,34.0,26,5063
14,1,14.0,2,1,180,5892,113.3076923076923,54.0,23,18134
5,2,5.0,0,1,136,5695,111.66666666666667,35.0,3,6127
5,2,14.0,0,0,256,4730,262.77777777777777,35.0,28,6059
18,1,14.0,0,0,260,5395,107.9,22.0,6,24130
16,2,14.0,3,0,177,4745,206.30434782608697,34.0,29,20100
5,5,3.0,4,0,70,5462,86.6984126984127,26.0,31,7128
24,2,21.0,1,0,123,5623,295.94736842105266,19.0,25,31055
0,6,14.0,0,0,123,4705,102.28260869565217,28.0,11,3137
21,3,14.0,2,0,193,4153,276.8666666666667,36.0,25,25075
27,5,21.0,0,0,56,5351,76.44285714285714,29.0,12,37088
8,3,3.0,0,0,198,4296,74.06896551724138,28.0,14,9056
22,5,20.0,4,0,161,5110,243.33333333333334,28.0,14,27115
14,2,14.0,3,0,120,3761,56.134328358208954,33.0,30,18083
35,4,25.0,0,0,60,5725,85.44776119402985,29.0,29,44106
5,2,5.0,0,1,189,5218,347.8666666666667,29.0,26,7145
6,2,14.0,3,0,244,4600,117.94871794871794,31.0,9,9070
4,3,14.0,2,0,186,5317,312.7647058823529,21.0,28,5135
14,4,14.0,1,0,146,5513,183.76666666666668,21.0,6,16114
28,2,14.0,0,0,103,4224,100.57142857142857,31.0,13,38107
17,4,14.0,3,1,242,5210,108.54166666666667,26.0,9,20117
10,2,6.0,1,0,223,4994,90.8,24.0,27,13147
18,3,13.0,4,0,94,6327,93.04411764705883,18.0,23,20100
11,2,14.0,0,0,222,5574,118.59574468085107,28.0,23,16111
19,4,8.0,0,0,67,4283,65.8923076923077,23.0,16,23101
8,5,14.0,0,0,58,4955,190.57692307692307,28.0,12,10150
4,2,3.0,1,0,87,5892,196.4,34.0,15,6119
19,2,14.0,0,0,89,4371,168.1153846153846,16.0,23,24095
35,3,18.0,0,0,171,6590,183.05555555555554,40.0,21,43094
22,4,21.0,0,0,93,5196,85.18032786885246,28.0,19,26148
24,1,25.0,0,1,127,4428,276.75,35.0,6,31120
28,4,14.0,0,0,198,4990,160.96774193548387,28.0,14,34097
5,5,14.0,0,0,261,3564,89.1,30.0,25,6141
6,4,5.0,1,1,114,4098,215.68421052631578,14.0,1,8079
34,1,27.0,0,1,196,4991,116.06976744186046,42.0,8,48100
19,3,14.0,2,0,148,4144,138.13333333333333,31.0,11,22079
32,3,17.0,1,0,173,7027,351.35,31.0,26,38063
13,2,7.0,4,0,75,5101,188.92592592592592,29.0,21,17138
19,3,14.0,0,0,143,4478,263.4117647058824,21.0,26,22148
5,2,3.0,1,1,132,5273,114.6304347826087,31.0,15,7083
10,1,14.0,0,1,152,4301,187.0,18.0,31,14130
25,1,25.0,0,1,208,4348,106.04878048780488,34.0,25,33123
35,4,20.0,0,0,187,3083,123.32,30.0,27,44081
26,3,14.0,0,1,140,3396,66.58823529411765,25.0,3,32140
20,4,15.0,0,0,131,4441,64.3623188405797,18.0,17,23083
0,6,14.0,0,0,152,5025,179.46428571428572,27.0,6,3133
19,2,9.0,0,0,172,5514,79.91304347826087,19.0,23,25127
25,4,14.0,0,0,204,5042,132.68421052631578,21.0,10,31061
23,3,14.0,2,0,211,4813,283.11764705882354,21.0,29,27084
5,2,14.0,3,0,185,5185,77.38805970149254,35.0,32,6083
4,3,14.0,1,0,213,5769,131.11363636363637,31.0,26,4091
26,5,14.0,0,0,100,5257,82.140625,26.0,11,33133
23,5,14.0,0,0,101,4380,91.25,21.0,19,29081
6,5,14.0,0,0,60,5976,101.28813559322033,50.0,26,7105
5,4,2.0,0,1,163,5043,109.6304347826087,40.0,25,6055
17,4,19.0,2,1,226,5378,199.1851851851852,27.0,11,21087
33,3,22.0,1,1,227,4239,83.11764705882354,25.0,5,40081
5,5,6.0,0,0,145,2157,30.814285714285713,29.0,32,6127
18,1,16.0,0,1,268,4948,126.87179487179488,27.0,2,26134
0,6,2.0,0,0,76,4352,75.03448275862068,28.0,17,13076
5,2,14.0,0,0,131,5302,171.03225806451613,29.0,14,7098
21,5,14.0,3,0,114,4431,108.07317073170732,29.0,14,27071
9,1,14.0,1,1,101,5220,237.27272727272728,28.0,28,12115
5,1,14.0,5,1,90,6670,148.22222222222223,24.0,6,7064
16,5,14.0,0,0,177,5498,107.80392156862744,31.0,26,20105
36,2,25.0,0,0,260,4153,159.73076923076923,23.0,28,49057
20,4,14.0,4,0,106,5066,112.57777777777778,24.0,9,23122
27,2,26.0,0,0,193,4675,69.77611940298507,28.0,19,37097
17,1,14.0,3,0,270,3976,72.2909090909091,27.0,26,22147
23,2,14.0,0,0,121,4485,101.93181818181819,41.0,27,31102
20,5,14.0,1,0,196,5056,74.3529411764706,32.0,26,25115
39,1,23.0,0,1,132,5067,163.4516129032258,27.0,11,55058
23,3,14.0,0,0,199,2120,36.55172413793103,23.0,10,29072
17,4,14.0,0,0,252,3447,82.07142857142857,19.0,26,21056
18,2,14.0,0,0,98,5282,97.81481481481481,24.0,6,23080
23,4,21.0,0,1,243,3997,78.37254901960785,31.0,18,30092
37,1,14.0,2,0,212,5281,81.24615384615385,25.0,12,48140
14,2,14.0,2,0,129,5219,118.61363636363636,24.0,6,17146
15,1,7.0,0,1,116,3872,59.56923076923077,26.0,19,22145
20,2,15.0,0,0,72,5189,87.94915254237289,30.0,26,25106
25,5,14.0,0,0,64,4782,144.9090909090909,16.0,12,31116
12,5,7.0,4,0,211,3863,55.18571428571428,21.0,8,16135
21,2,16.0,4,0,197,4366,109.15,26.0,26,27069
9,3,9.0,0,0,57,6103,122.06,34.0,15,10136
15,4,16.0,1,0,74,3939,78.78,33.0,26,18110
4,5,14.0,2,1,260,5228,91.71929824561404,22.0,31,5064
7,5,3.0,0,1,149,3689,65.875,41.0,26,9066
36,4,24.0,0,0,242,3045,46.84615384615385,26.0,28,45063
17,5,14.0,2,0,92,5152,286.22222222222223,28.0,31,23119
22,4,19.0,0,0,120,4944,123.6,29.0,23,27103
38,2,25.0,0,0,149,4117,205.85,25.0,29,51103
22,3,24.0,0,0,238,5429,115.51063829787235,27.0,24,27135
19,4,10.0,2,0,240,4327,166.42307692307693,27.0,28,22104
22,2,14.0,2,0,55,4288,72.67796610169492,33.0,23,29118
20,3,14.0,1,0,122,5383,173.6451612903226,18.0,13,23097
25,3,22.0,0,1,137,4758,118.95,24.0,6,31130
19,1,14.0,0,1,214,4881,128.44736842105263,16.0,26,25141
20,2,14.0,0,0,80,5771,110.98076923076923,25.0,6,27148
7,5,1.0,0,0,170,4941,77.203125,23.0,30,9056
23,4,14.0,2,0,176,4891,139.74285714285713,27.0,6,27122
35,5,14.0,0,0,159,3878,80.79166666666667,42.0,11,48063
14,3,14.0,2,0,110,7022,468.1333333333333,31.0,15,16083
4,4,14.0,1,0,258,4242,67.33333333333333,25.0,15,5088
17,1,14.0,0,0,250,3561,63.589285714285715,30.0,9,24056
23,3,21.0,0,0,137,4513,85.15094339622641,29.0,19,28124
19,2,14.0,1,0,71,4597,68.61194029850746,37.0,32,25138
24,1,14.0,2,1,196,4567,108.73809523809524,54.0,30,31093
0,6,1.0,0,0,253,4065,59.779411764705884,27.0,1,6117
20,3,12.0,0,0,103,8178,190.1860465116279,26.0,19,23063
25,3,20.0,0,0,77,4611,102.46666666666667,27.0,28,31081
12,4,5.0,0,0,215,3683,216.64705882352942,26.0,25,15075
17,2,12.0,1,0,175,4357,75.12068965517241,25.0,19,22108
20,5,14.0,0,0,217,4898,77.74603174603175,37.0,27,28060
16,1,17.0,0,1,137,4335,81.79245283018868,27.0,25,21149
16,1,14.0,3,1,99,5625,160.71428571428572,26.0,3,22088
13,5,9.0,0,1,145,7477,120.59677419354838,34.0,23,17094
0,6,0.0,0,0,56,5155,257.75,29.0,22,6088
23,4,14.0,0,0,86,4794,79.9,38.0,25,29085
27,4,22.0,0,0,72,4554,99.0,26.0,27,32150
21,3,14.0,0,0,259,4944,85.24137931034483,47.0,10,24129
19,4,11.0,0,0,146,3337,98.1470588235294,23.0,6,22077
5,5,2.0,0,1,102,4730,131.38888888888889,24.0,10,7123
10,5,14.0,0,0,259,6470,124.42307692307692,38.0,2,14136
21,3,14.0,0,0,75,5916,95.41935483870968,20.0,2,24121
26,4,14.0,1,0,166,5849,106.34545454545454,22.0,29,30090
25,2,14.0,1,0,223,5549,85.36923076923077,31.0,31,32084
21,5,10.0,1,0,212,4860,162.0,21.0,26,28064
21,4,14.0,0,0,99,5104,110.95652173913044,26.0,24,26068
23,1,13.0,0,1,170,5135,302.05882352941177,28.0,29,32097
32,4,14.0,0,0,112,4066,131.16129032258064,23.0,12,38072
6,5,14.0,1,1,162,4365,82.35849056603773,33.0,25,7068
18,5,15.0,0,0,101,5674,101.32142857142857,17.0,23,24105
9,2,6.0,1,0,218,4488,132.0,30.0,26,13107
25,5,14.0,0,0,100,3447,88.38461538461539,43.0,23,32119
24,2,21.0,1,0,186,3686,94.51282051282051,21.0,22,32133
24,3,17.0,0,0,201,4790,108.86363636363636,40.0,23,30127
36,4,14.0,0,0,114,4231,64.10606060606061,18.0,12,45107
0,6,1.0,1,0,99,5124,232.9090909090909,25.0,10,6057
23,1,14.0,0,1,210,4535,116.28205128205128,31.0,18,33094
10,4,14.0,0,0,271,5495,148.51351351351352,26.0,12,12073
23,3,23.0,0,0,118,4085,75.64814814814815,28.0,1,27071
33,3,24.0,0,0,75,3999,124.96875,16.0,28,40080
23,3,14.0,0,0,59,4146,75.38181818181818,24.0,26,28113
9,1,14.0,0,0,76,3735,103.75,28.0,28,12125
25,4,14.0,4,1,162,4808,75.125,23.0,32,30134
28,4,14.0,0,0,156,5134,302.0,30.0,29,35132
30,3,14.0,0,0,171,8293,487.8235294117647,19.0,31,37066
15,1,14.0,0,0,132,5715,86.5909090909091,28.0,25,20125
17,5,18.0,1,1,225,5482,96.17543859649123,27.0,15,23147
14,3,14.0,3,0,205,7296,107.29411764705883,28.0,11,16104
24,3,17.0,0,0,159,5558,81.73529411764706,26.0,27,30067
16,3,14.0,2,0,253,5468,82.84848484848484,29.0,14,18110
21,3,14.0,1,0,103,4361,218.05,31.0,25,24063
5,5,5.0,0,1,192,4812,82.96551724137932,44.0,28,7136
12,5,14.0,1,0,125,4534,141.6875,23.0,3,16069
5,5,14.0,3,1,140,4833,72.13432835820896,33.0,32,6142
14,3,13.0,0,1,118,3432,79.81395348837209,27.0,11,18115
18,5,14.0,0,0,222,4584,127.33333333333333,27.0,23,23104
6,5,3.0,0,1,155,5006,89.39285714285714,21.0,29,8137
11,5,14.0,1,1,120,5512,131.23809523809524,27.0,9,14123
29,3,26.0,0,1,258,4095,69.40677966101696,20.0,12,35147
33,1,18.0,0,1,271,5779,90.296875,31.0,12,46122
5,5,5.0,0,1,222,3332,68.0,33.0,20,7055
6,1,7.0,0,1,219,4459,143.83870967741936,31.0,28,9108
28,1,18.0,0,1,227,4993,72.3623188405797,26.0,23,39076
0,6,14.0,0,0,189,4745,100.95744680851064,25.0,21,3080
5,2,14.0,0,0,142,4155,83.1,25.0,19,7115
20,1,14.0,0,0,62,4235,151.25,19.0,32,25120
10,5,14.0,1,0,101,3671,101.97222222222223,29.0,6,13100
24,2,14.0,0,0,140,4290,67.03125,16.0,26,30144
33,5,14.0,0,0,71,4783,136.65714285714284,16.0,23,45136
25,1,14.0,0,0,158,5028,335.2,46.0,26,31132
29,5,21.0,0,0,241,4351,174.04,20.0,26,37144
17,5,11.0,3,0,128,3803,55.11594202898551,22.0,19,22148
23,5,14.0,2,1,125,3893,76.33333333333333,33.0,15,30071
20,5,12.0,0,1,146,5091,212.125,24.0,16,25093
32,3,14.0,0,0,230,4761,99.1875,25.0,29,38140
18,3,14.0,0,1,268,5878,209.92857142857142,25.0,13,21112
31,3,14.0,0,0,96,5090,231.36363636363637,26.0,2,38137
9,5,14.0,0,0,173,5209,118.38636363636364,29.0,27,11104
13,1,4.0,2,1,188,5233,96.9074074074074,44.0,11,18100
5,2,5.0,0,1,181,3647,125.75862068965517,35.0,32,7092
0,6,2.0,0,0,266,7295,132.63636363636363,31.0,29,6126
21,2,16.0,0,1,227,4880,82.71186440677967,50.0,14,27077
10,1,14.0,1,0,188,4888,81.46666666666667,40.0,19,14058
5,5,14.0,4,0,201,5037,86.84482758620689,31.0,27,7108
24,5,23.0,0,1,101,6967,110.58730158730158,44.0,17,31093
20,2,15.0,3,1,138,4362,89.0204081632653,23.0,25,25134
5,4,14.0,0,1,202,8125,176.6304347826087,25.0,11,6083
8,5,7.0,0,0,68,4421,260.05882352941177,32.0,25,10098
22,3,21.0,0,0,72,4569,87.86538461538461,40.0,21,26136
10,1,14.0,0,0,154,3119,67.80434782608695,30.0,28,14063
27,5,26.0,0,0,181,8598,226.26315789473685,34.0,15,35126
5,4,14.0,0,0,254,5505,305.8333333333333,25.0,9,5090
21,5,14.0,5,1,210,5287,99.75471698113208,30.0,14,28129
22,4,14.0,0,1,162,4828,76.63492063492063,38.0,27,28068
11,5,14.0,3,0,87,4414,76.10344827586206,34.0,24,14089
15,5,14.0,5,0,112,4700,87.03703703703704,37.0,24,19123
0,6,14.0,0,0,123,4926,76.96875,27.0,9,3108
9,1,14.0,1,0,122,6317,126.34,28.0,29,12121
5,5,2.0,0,1,101,5239,80.6,22.0,1,6151
20,5,11.0,0,1,253,5298,182.68965517241378,34.0,29,28107
14,1,14.0,0,1,248,5483,88.43548387096774,27.0,11,18067
16,1,14.0,1,1,89,4716,314.4,46.0,23,21113
30,2,23.0,0,1,86,4380,182.5,38.0,10,43098
24,5,13.0,0,1,205,4910,158.38709677419354,32.0,17,33138
0,6,14.0,2,0,173,5545,173.28125,28.0,12,4077
16,1,20.0,3,1,78,8236,187.1818181818182,29.0,27,21100
21,4,14.0,0,0,208,4535,188.95833333333334,44.0,28,24101
18,1,14.0,3,1,112,6731,134.62,16.0,21,23063
6,1,14.0,2,1,74,4835,89.53703703703704,35.0,5,8101
25,3,23.0,0,0,195,4235,65.15384615384616,26.0,12,28123
30,1,24.0,0,1,200,4942,93.24528301886792,24.0,15,42132
9,4,7.0,4,1,247,4952,133.83783783783784,25.0,26,10079
21,3,8.0,0,0,114,5385,103.5576923076923,36.0,23,27150
6,2,14.0,1,0,167,6024,86.05714285714286,26.0,2,8130
11,4,10.0,1,0,243,5587,151.0,38.0,9,14109
16,2,6.0,0,1,83,6009,261.2608695652174,24.0,16,24136
23,4,22.0,0,0,185,5616,160.45714285714286,32.0,25,26095
24,3,14.0,0,0,215,3507,103.1470588235294,25.0,2,27129
9,3,7.0,0,1,141,4456,143.74193548387098,17.0,21,11128
17,3,12.0,0,0,122,4251,66.421875,25.0,28,21112
7,3,4.0,0,0,124,4966,150.4848484848485,21.0,3,8086
16,5,14.0,1,0,192,6250,223.21428571428572,43.0,12,20066
12,2,14.0,3,0,256,4940,72.6470588235294,20.0,9,15140
19,4,12.0,0,0,125,4527,113.175,19.0,19,23095
24,3,26.0,0,0,169,5355,243.4090909090909,40.0,23,28146
35,3,21.0,0,0,177,5075,281.94444444444446,15.0,28,44097
5,5,6.0,0,1,91,3965,84.36170212765957,13.0,14,6070
21,4,14.0,0,0,232,3938,179.0,25.0,30,26077
4,5,14.0,3,1,220,4764,89.88679245283019,28.0,6,5079
14,1,14.0,1,0,78,5774,206.21428571428572,30.0,17,17109
15,1,14.0,2,0,199,5462,364.1333333333333,27.0,26,19149
18,1,7.0,0,1,128,4561,253.38888888888889,18.0,12,26065
32,2,19.0,0,0,148,3058,101.93333333333334,30.0,11,44065
18,2,13.0,0,0,225,3496,105.93939393939394,35.0,20,23108
14,5,14.0,1,1,135,4519,85.26415094339623,49.0,10,18101
24,5,14.0,0,0,81,3084,49.74193548387097,23.0,28,31075
24,1,17.0,1,1,136,4951,150.03030303030303,19.0,9,30114
19,5,14.0,0,0,125,4353,101.23255813953489,27.0,3,25118
25,5,18.0,0,0,80,5346,222.75,16.0,15,33096
9,3,6.0,2,0,154,4517,237.73684210526315,29.0,24,11074
30,5,22.0,1,0,239,4519,82.16363636363636,23.0,9,39124
0,6,14.0,1,0,246,5677,86.01515151515152,20.0,29,3075
4,4,14.0,3,0,233,5325,123.83720930232558,16.0,27,5115
12,5,9.0,0,1,248,5317,139.92105263157896,25.0,29,17124
10,1,14.0,1,0,176,3746,59.46031746031746,22.0,27,14063
4,3,2.0,1,0,191,5021,139.47222222222223,32.0,15,5083
15,4,14.0,0,0,219,4992,87.57894736842105,43.0,9,19118
0,6,2.0,0,0,93,5751,221.19230769230768,29.0,25,6068
23,3,22.0,0,0,59,5145,151.3235294117647,24.0,11,27079
19,3,14.0,0,0,238,5468,89.63934426229508,22.0,29,23104
24,5,25.0,0,1,129,4373,65.26865671641791,28.0,27,32133
5,4,14.0,0,0,244,4782,191.28,23.0,24,6130
16,3,14.0,1,0,133,5335,100.66037735849056,35.0,22,19150
11,1,9.0,0,1,200,5181,287.8333333333333,30.0,28,15125
0,6,14.0,1,0,177,4877,103.76595744680851,29.0,10,4139
11,5,14.0,0,0,114,6650,302.27272727272725,39.0,19,15120
15,3,14.0,0,0,191,6880,109.2063492063492,21.0,11,17101
23,2,25.0,0,1,55,5516,87.55555555555556,26.0,10,31139
25,1,14.0,1,0,163,5985,142.5,40.0,1,33134
4,5,1.0,0,1,117,5601,180.67741935483872,25.0,3,5141
13,5,10.0,4,0,216,4514,94.04166666666667,26.0,24,17126
24,2,14.0,2,0,227,4339,289.26666666666665,24.0,6,30096
19,4,14.0,5,1,236,4421,71.30645161290323,23.0,14,23086
6,3,4.0,0,0,206,3830,95.75,23.0,27,7069
21,4,14.0,0,0,269,4094,64.98412698412699,32.0,17,24148
30,3,19.0,0,0,80,4439,69.359375,23.0,9,35065
24,1,18.0,0,1,211,6881,167.82926829268294,34.0,9,31127
23,3,23.0,0,0,68,3901,260.06666666666666,26.0,28,29116
4,5,3.0,0,1,255,4176,119.31428571428572,45.0,15,6095
22,3,14.0,1,0,180,4251,151.82142857142858,21.0,23,26064
35,1,14.0,0,0,108,6297,161.46153846153845,23.0,11,46079
18,2,14.0,0,0,69,6304,191.03030303030303,36.0,11,23109
17,1,12.0,0,1,84,5443,226.79166666666666,27.0,6,22146
6,1,14.0,0,0,258,4390,64.55882352941177,37.0,24,7130
5,1,14.0,2,1,210,5872,225.84615384615384,21.0,27,7069
14,1,14.0,5,1,61,6684,99.76119402985074,35.0,27,19111
39,3,26.0,0,0,120,3656,77.7872340425532,31.0,9,49108
23,3,14.0,0,0,165,2745,42.23076923076923,45.0,25,26111
26,2,25.0,0,0,158,5069,81.75806451612904,27.0,29,35084
5,2,5.0,3,0,166,6444,93.3913043478261,44.0,28,7091
24,2,11.0,0,1,230,7893,129.39344262295083,25.0,12,34121
34,4,19.0,0,0,125,4646,185.84,32.0,25,42109
10,2,7.0,0,0,229,8532,149.68421052631578,45.0,6,14077
19,2,14.0,1,0,236,4436,88.72,17.0,21,24099
18,1,14.0,0,1,82,4122,58.885714285714286,55.0,29,24143
28,2,14.0,0,0,66,4921,117.16666666666667,27.0,21,38097
26,1,23.0,0,1,240,3877,161.54166666666666,27.0,9,36115
6,1,4.0,0,1,132,4352,174.08,21.0,25,8106
10,2,9.0,0,0,152,4847,82.15254237288136,32.0,11,14112
24,2,14.0,1,0,154,4804,98.04081632653062,17.0,27,30091
11,1,7.0,0,1,158,7614,124.81967213114754,22.0,1,16095
19,1,8.0,0,1,144,4340,62.89855072463768,29.0,1,27062
14,3,8.0,0,0,256,5397,125.51162790697674,25.0,23,17083
29,1,19.0,2,1,253,4650,73.80952380952381,26.0,11,39134
24,1,20.0,0,1,153,7505,208.47222222222223,23.0,11,31138
24,4,27.0,0,0,77,4382,208.66666666666666,27.0,14,28056
19,1,14.0,0,0,57,5708,163.0857142857143,20.0,31,26134
4,5,14.0,1,0,206,6696,103.01538461538462,38.0,13,5112
27,2,22.0,0,0,154,6287,330.89473684210526,30.0,23,34073
5,4,14.0,3,0,130,6212,188.24242424242425,24.0,28,6077
15,1,16.0,0,1,118,4610,148.70967741935485,19.0,3,21108
22,3,25.0,0,0,248,4816,218.9090909090909,31.0,26,25095
11,5,5.0,0,1,153,5213,75.55072463768116,22.0,25,16080
20,3,14.0,0,0,94,4785,99.6875,36.0,8,23120
0,6,2.0,0,0,57,3881,61.6031746031746,30.0,3,5088
26,5,14.0,3,0,256,4152,90.26086956521739,17.0,23,33125
8,1,14.0,0,1,63,5663,246.2173913043478,18.0,26,11105
17,3,8.0,1,1,163,3438,68.76,28.0,16,21094
24,1,24.0,3,1,234,4894,188.23076923076923,30.0,29,30065
4,2,4.0,0,1,89,5484,116.68085106382979,40.0,9,5072
6,2,2.0,0,1,197,5552,91.01639344262296,28.0,17,8105
32,4,26.0,0,0,61,6224,138.3111111111111,23.0,27,40061
23,4,14.0,0,0,241,5453,272.65,27.0,27,28096
9,2,9.0,1,0,245,4488,65.04347826086956,33.0,28,12128
19,5,15.0,0,1,237,7649,112.48529411764706,55.0,26,27087
